Molality,Osmotic Coefficient,Osmotic Coefficient Error,Osmotic Pressure,Osmotic Pressure Error
0.1,0.965668797492981,0.0025758463843530977,4.817983150482178,0.031006984518208824
0.2,0.969273567199707,0.002777810247715229,9.66801929473877,0.044632660441485505
0.3,0.9737073183059692,0.00269478464363182,14.574803352355957,0.05248305333685899
0.4,0.978236973285675,0.0025384281358354355,19.51552963256836,0.058210000358716485
0.5,0.982757031917572,0.002307413013127535,24.498537063598633,0.06372641466430906
0.6,0.9873184561729431,0.0021430799396268685,29.597883224487305,0.06928913062766817
0.7,0.9918227791786194,0.0018619710540873635,34.6979866027832,0.07330142723796129
0.8,0.996277928352356,0.0017890949229582565,39.79517364501953,0.08226923599783476
0.9,1.0007644891738892,0.001586173349440334,44.97038650512695,0.08497570595384829
1.0,1.005249261856079,0.001434763045391918,50.17609405517578,0.08667839349572404
1.2,1.0143442153930664,0.001493330277214322,60.80055618286133,0.09537830131610292
1.4,1.0234929323196411,0.0014905916173872935,71.53799438476562,0.10978429905894416
1.6,1.0328123569488525,0.0016035643207510386,82.49325561523438,0.1261927820638391
1.8,1.0423564910888672,0.001749784077528238,93.70869445800781,0.14916117737307388
2.0,1.0520405769348145,0.0020131393317265323,105.07083892822266,0.1773812692787473
2.5,1.0771844387054443,0.00265220572106295,134.4499053955078,0.2645914677378869
3.0,1.1037713289260864,0.003141614033801865,165.32228088378906,0.3758665101042169
3.5,1.1318962574005127,0.003617790804986032,197.82388305664062,0.5454930071659874
4.0,1.161502718925476,0.003979163792378171,231.9534149169922,0.7865721127788277
4.5,1.1862846612930298,0.004353713409231297,260.520263671875,1.05014703544947
5.0,1.1862846612930298,0.004353713409231297,260.520263671875,1.05014703544947
